TraceID,SpanID,ParentID,PodName,OperationName,StartTimeUnixNano,EndTimeUnixNano,Duration
1e6afded4380f59a87c111d333fc4c11,8bc5a0c8693796c3,root,resize-75b5bcfbcc-rb9l8,resizeImage,1680013740967342556,1680013740988919839,21577
d50a460883d2b71f9622acd1f5514fc6,26866c856adb0338,root,resize-75b5bcfbcc-rb9l8,resizeImage,1680013744804583268,1680013744934352986,129769
93555823530240a7081bb2469d710b77,e31fd4536796143b,root,resize-75b5bcfbcc-rb9l8,resizeImage,1680013749376008176,1680013749509666021,133657
900bddb5863d78d73938aa5b2f21026e,9d00254bfc5db771,root,resize-75b5bcfbcc-rb9l8,resizeImage,1680013743744054376,1680013743875077435,131023
06e7e755a0d095c891a4ce93af38c89f,5e3af3fc378e1c26,root,resize-75b5bcfbcc-rb9l8,resizeImage,1680013744808653081,1680013744940741667,132088
524a6eae8bdf4a0c8352135f6dc9b67e,17ab2f2a8a158044,root,resize-75b5bcfbcc-rb9l8,resizeImage,1680013745788771675,1680013745923395621,134623
c3da93b316e9d4603bdc7a7f60c9e0d3,2f8653acdbe6aeb0,root,resize-75b5bcfbcc-rb9l8,resizeImage,1680013747965259938,1680013747985735965,20476
3f1e02bf343745008e0095f105ffc80c,236f6bff53c7d1c8,root,resize-75b5bcfbcc-rb9l8,resizeImage,1680013748365548596,1680013748510029151,144480
facb18192ad1211e6b39ac4fc3a14c72,4a76ce47419a261b,root,resize-75b5bcfbcc-rb9l8,resizeImage,1680013741953817006,1680013742087521715,133704
0eb05403cd127ef11fc8b16035287192,0f034707aa30233f,root,resize-75b5bcfbcc-rb9l8,resizeImage,1680013759602524004,1680013759733601020,131077
471520b4fa577c3577119a8aecad6ce2,8fee4f94eb39a89e,root,resize-75b5bcfbcc-rb9l8,resizeImage,1680013746404707870,1680013746533319122,128611
2f3d0503855a411565ad6dcce65a3b73,1c20f692798ec125,root,resize-75b5bcfbcc-rb9l8,resizeImage,1680013749720991411,1680013749745827414,24836
