TraceID,SpanID,ParentID,PodName,OperationName,StartTimeUnixNano,EndTimeUnixNano,Duration
4bb7cb2ba922a20865ab5751368dc88c,a37834ac6e5971d9,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357702352419020,1685357702736862293,384443
f736a5a5817ee92e24547bfd23e11308,b275f5cc5d2411e3,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357704791401143,1685357705100585896,309184
59e92854877a384b42a49e601d338964,14c8c763e6e37790,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357709008086418,1685357709324474025,316387
fa3ce93ac7a3e32e7170d84c57bc162a,369fbfe4d0cf3219,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357703998741619,1685357704301302765,302561
f42ae9e5648ad9e73a7067a19bfb9c8e,6c72677aaa64d3d7,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357707967298010,1685357708194000263,226702
c1628cc1d341f50a6ca2f5d2e4cf34d3,b04646df30b70a71,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357702325458843,1685357702762982045,437523
35b52242b150540d357a1635ab57e1d1,b0ab303326885d59,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357700924620113,1685357701155625288,231005
15d82f6a3902a3c0ee7425a2bbc0c78c,3e9a04d65884eb61,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357705152803414,1685357705430286028,277482
ffc456d9e524dd4cd8b190f79ad1ed78,7d1ff979c152381d,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357703723982551,1685357704005153126,281170
ac6349ac1a004148ef5042591b644e11,aff87a29f5158a3a,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357700701476716,1685357701056524939,355048
29bf11a141edcf3bc7bb041989c57753,5a8442b716baaea0,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357702743321768,1685357703121567208,378245
fe2904dbe9cb6454c2bd25861c089e6a,8087bebf9e7dd6b8,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357708460596309,1685357708705222333,244626
aa03348a203ac8c6dac0e7d532455b10,1eed4be4c2ef23b7,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357706818265361,1685357707095548614,277283
1214c823d6fbd47249eb392203cb13c3,51d5e6f1ffb7fb9d,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357705279592424,1685357705584096937,304504
36ae7d562bdc2e3a24d15f45fe8a0b51,371748d7fd2eed05,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357701940586313,1685357702179730624,239144
0b321712a795fff31d5ec544a2366a33,5d30e390d05933c1,root,mobilenet-955c6bdc8-sqhdx,mobilenet,1685357706928336969,1685357707220514641,292177
