TraceID,SpanID,ParentID,PodName,OperationName,StartTimeUnixNano,EndTimeUnixNano,Duration
021c718838b9e70eb45af85ee99605ac,6dc99435efc1fb00,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462723067047670,1685462723360908282,293860
26272ca86ef8c57f7480588e51eb7031,f2285eff7c68720e,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462721970933951,1685462722203681332,232747
8994a87e8f1ddcc88df676ab421c7581,43994d8073fa6519,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462725840434749,1685462726099948133,259513
119b60d3e1d700deb09ab9848458c773,31f5d3757eb133f5,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462730486917915,1685462730655654500,168736
9f0a4674cbe0d5ca3eddb87d3825b7f3,ca99f9c2e5908faf,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462729915373501,1685462730234975012,319601
4a7374eb09b483d1d55d9d05184d9bfa,dbfa5cb45703cab6,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462724047041914,1685462724246446319,199404
4714c76a748b2e3252bb97faeea05156,3b6cef2e7ac05641,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462726971207650,1685462727233103856,261896
d6b1e572928ccd1d41c30091e2ab5c6c,e28e266bb2813801,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462729407089594,1685462729645014395,237924
7bc451916558c13e9534b2c7a5c27d31,4e5dc8d07be0611f,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462728003591989,1685462728207258083,203666
5eee81c544f012dd9dbee281ca4e3be5,0192cac3052517db,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462724007030169,1685462724251957046,244926
e33885200bc51ac9b2acfe93d69da82c,a7551cec2face49b,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462725882946927,1685462726091283515,208336
5e5a9f729dd151b13cb27f14d8b82c5c,a6d2bbf53794c9fd,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462728479683405,1685462728737133665,257450
646547b36b56a96ba96e61599e9c3e4a,0a292b79c0851ee8,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462727394899297,1685462727690520585,295621
08518f9f830ec91effeac85d654ac77c,b332b5d9b69a353e,root,mobilenet-755468fdbb-jnk8h,mobilenet,1685462729879926858,1685462730230878258,350951
